"date","aqs","pm25","o3"
2024-01-24 02:00:00,"Pinheiros",4,21
2024-01-24 03:00:00,"Pinheiros",4,20
2024-01-24 04:00:00,"Pinheiros",4,15
2024-01-24 05:00:00,"Pinheiros",6,19
2024-01-24 06:00:00,"Pinheiros",9,15
2024-01-24 07:00:00,"Pinheiros",2,13
2024-01-24 08:00:00,"Pinheiros",6,18
2024-01-24 09:00:00,"Pinheiros",4,31
2024-01-24 10:00:00,"Pinheiros",5,38
2024-01-24 11:00:00,"Pinheiros",3,40
2024-01-24 12:00:00,"Pinheiros",17,38
2024-01-24 13:00:00,"Pinheiros",4,45
2024-01-24 14:00:00,"Pinheiros",5,39
2024-01-24 15:00:00,"Pinheiros",13,43
2024-01-24 16:00:00,"Pinheiros",5,36
2024-01-24 17:00:00,"Pinheiros",1,34
2024-01-24 18:00:00,"Pinheiros",11,20
2024-01-24 19:00:00,"Pinheiros",2,30
2024-01-24 20:00:00,"Pinheiros",2,37
2024-01-24 21:00:00,"Pinheiros",0,26
2024-01-24 22:00:00,"Pinheiros",1,24
2024-01-24 23:00:00,"Pinheiros",4,24
2024-01-25 00:00:00,"Pinheiros",4,22
2024-01-25 01:00:00,"Pinheiros",0,19
2024-01-25 02:00:00,"Pinheiros",4,28
2024-01-25 03:00:00,"Pinheiros",0,31
2024-01-25 04:00:00,"Pinheiros",1,33
2024-01-25 05:00:00,"Pinheiros",4,17
2024-01-25 06:00:00,"Pinheiros",1,19
2024-01-25 07:00:00,"Pinheiros",2,12
2024-01-25 08:00:00,"Pinheiros",1,16
2024-01-25 09:00:00,"Pinheiros",2,12
2024-01-25 10:00:00,"Pinheiros",5,14
2024-01-25 11:00:00,"Pinheiros",2,21
2024-01-25 12:00:00,"Pinheiros",6,30
2024-01-25 13:00:00,"Pinheiros",2,33
2024-01-25 14:00:00,"Pinheiros",5,33
2024-01-25 15:00:00,"Pinheiros",1,33
2024-01-25 16:00:00,"Pinheiros",2,33
2024-01-25 17:00:00,"Pinheiros",5,31
2024-01-25 18:00:00,"Pinheiros",6,26
2024-01-25 19:00:00,"Pinheiros",5,25
2024-01-25 20:00:00,"Pinheiros",3,25
2024-01-25 21:00:00,"Pinheiros",2,27
2024-01-25 22:00:00,"Pinheiros",3,26
2024-01-25 23:00:00,"Pinheiros",1,18
2024-01-26 00:00:00,"Pinheiros",2,33
2024-01-26 01:00:00,"Pinheiros",6,35
2024-01-26 02:00:00,"Pinheiros",7,28
2024-01-26 03:00:00,"Pinheiros",2,31
2024-01-26 04:00:00,"Pinheiros",5,19
2024-01-26 05:00:00,"Pinheiros",1,8
2024-01-26 06:00:00,"Pinheiros",4,NA
2024-01-26 07:00:00,"Pinheiros",4,14
2024-01-26 08:00:00,"Pinheiros",4,9
2024-01-26 09:00:00,"Pinheiros",1,14
2024-01-26 10:00:00,"Pinheiros",5,13
2024-01-26 11:00:00,"Pinheiros",9,16
2024-01-26 12:00:00,"Pinheiros",7,18
2024-01-26 13:00:00,"Pinheiros",6,39
2024-01-26 14:00:00,"Pinheiros",17,54
2024-01-26 15:00:00,"Pinheiros",11,34
2024-01-26 16:00:00,"Pinheiros",8,37
2024-01-26 17:00:00,"Pinheiros",16,29
2024-01-26 18:00:00,"Pinheiros",14,19
2024-01-26 19:00:00,"Pinheiros",9,18
2024-01-26 20:00:00,"Pinheiros",6,18
2024-01-26 21:00:00,"Pinheiros",2,17
2024-01-26 22:00:00,"Pinheiros",8,9
2024-01-26 23:00:00,"Pinheiros",3,6
2024-01-27 00:00:00,"Pinheiros",7,13
2024-01-27 01:00:00,"Pinheiros",1,NA
2024-01-27 02:00:00,"Pinheiros",5,12
2024-01-27 03:00:00,"Pinheiros",5,10
2024-01-27 04:00:00,"Pinheiros",1,NA
2024-01-27 05:00:00,"Pinheiros",3,5
2024-01-27 06:00:00,"Pinheiros",4,NA
2024-01-27 07:00:00,"Pinheiros",4,NA
2024-01-27 08:00:00,"Pinheiros",5,6
2024-01-27 09:00:00,"Pinheiros",2,7
2024-01-27 10:00:00,"Pinheiros",3,12
2024-01-27 11:00:00,"Pinheiros",8,21
2024-01-27 12:00:00,"Pinheiros",2,36
2024-01-27 13:00:00,"Pinheiros",4,81
2024-01-27 14:00:00,"Pinheiros",10,89
2024-01-27 15:00:00,"Pinheiros",4,81
2024-01-27 16:00:00,"Pinheiros",14,55
2024-01-27 17:00:00,"Pinheiros",23,66
2024-01-27 18:00:00,"Pinheiros",5,20
2024-01-27 19:00:00,"Pinheiros",10,12
2024-01-27 20:00:00,"Pinheiros",2,15
2024-01-27 21:00:00,"Pinheiros",2,13
2024-01-27 22:00:00,"Pinheiros",6,15
2024-01-27 23:00:00,"Pinheiros",11,11
2024-01-28 00:00:00,"Pinheiros",12,15
2024-01-28 01:00:00,"Pinheiros",4,19
2024-01-28 02:00:00,"Pinheiros",4,7
2024-01-28 03:00:00,"Pinheiros",13,NA
2024-01-28 04:00:00,"Pinheiros",7,20
2024-01-28 05:00:00,"Pinheiros",9,12
2024-01-28 06:00:00,"Pinheiros",11,11
2024-01-28 07:00:00,"Pinheiros",11,19
2024-01-28 08:00:00,"Pinheiros",6,19
2024-01-28 09:00:00,"Pinheiros",8,19
2024-01-28 10:00:00,"Pinheiros",11,20
2024-01-28 11:00:00,"Pinheiros",22,37
2024-01-28 12:00:00,"Pinheiros",10,31
2024-01-28 13:00:00,"Pinheiros",2,20
2024-01-28 14:00:00,"Pinheiros",12,29
2024-01-28 15:00:00,"Pinheiros",1,41
2024-01-28 16:00:00,"Pinheiros",1,56
2024-01-28 17:00:00,"Pinheiros",1,63
2024-01-28 18:00:00,"Pinheiros",15,66
2024-01-28 19:00:00,"Pinheiros",13,61
2024-01-28 20:00:00,"Pinheiros",20,63
2024-01-28 21:00:00,"Pinheiros",12,25
2024-01-28 22:00:00,"Pinheiros",9,19
2024-01-28 23:00:00,"Pinheiros",17,9
2024-01-29 00:00:00,"Pinheiros",18,4
2024-01-29 01:00:00,"Pinheiros",15,14
2024-01-29 02:00:00,"Pinheiros",11,9
2024-01-29 03:00:00,"Pinheiros",9,9
2024-01-29 04:00:00,"Pinheiros",8,13
2024-01-29 05:00:00,"Pinheiros",8,5
2024-01-29 06:00:00,"Pinheiros",10,3
2024-01-29 07:00:00,"Pinheiros",4,6
2024-01-29 08:00:00,"Pinheiros",13,5
2024-01-29 09:00:00,"Pinheiros",11,12
2024-01-29 10:00:00,"Pinheiros",2,23
2024-01-29 11:00:00,"Pinheiros",0,42
2024-01-29 12:00:00,"Pinheiros",6,67
2024-01-29 13:00:00,"Pinheiros",7,59
2024-01-29 14:00:00,"Pinheiros",8,54
2024-01-29 15:00:00,"Pinheiros",3,44
2024-01-29 16:00:00,"Pinheiros",10,52
2024-01-29 17:00:00,"Pinheiros",10,50
2024-01-29 18:00:00,"Pinheiros",5,53
2024-01-29 19:00:00,"Pinheiros",21,43
2024-01-29 20:00:00,"Pinheiros",15,14
2024-01-29 21:00:00,"Pinheiros",8,7
2024-01-29 22:00:00,"Pinheiros",17,3
2024-01-29 23:00:00,"Pinheiros",18,4
2024-01-30 00:00:00,"Pinheiros",21,2
2024-01-30 01:00:00,"Pinheiros",26,NA
2024-01-30 02:00:00,"Pinheiros",23,6
2024-01-30 03:00:00,"Pinheiros",25,NA
2024-01-30 04:00:00,"Pinheiros",26,NA
2024-01-30 05:00:00,"Pinheiros",27,2
2024-01-30 06:00:00,"Pinheiros",28,3
2024-01-30 07:00:00,"Pinheiros",17,6
2024-01-30 08:00:00,"Pinheiros",31,5
2024-01-30 09:00:00,"Pinheiros",11,17
2024-01-30 10:00:00,"Pinheiros",4,32
2024-01-30 11:00:00,"Pinheiros",0,54
2024-01-30 12:00:00,"Pinheiros",3,78
2024-01-30 13:00:00,"Pinheiros",15,81
2024-01-30 14:00:00,"Pinheiros",26,71
2024-01-30 15:00:00,"Pinheiros",8,82
2024-01-30 16:00:00,"Pinheiros",10,82
2024-01-30 17:00:00,"Pinheiros",27,71
2024-01-30 18:00:00,"Pinheiros",15,59
2024-01-30 19:00:00,"Pinheiros",20,48
2024-01-30 20:00:00,"Pinheiros",21,46
2024-01-30 21:00:00,"Pinheiros",17,29
2024-01-30 22:00:00,"Pinheiros",16,21
2024-01-30 23:00:00,"Pinheiros",20,4
2024-01-31 00:00:00,"Pinheiros",23,3
2024-01-31 01:00:00,"Pinheiros",25,NA
2024-01-31 02:00:00,"Pinheiros",28,NA
2024-01-31 03:00:00,"Pinheiros",26,NA
2024-01-31 04:00:00,"Pinheiros",39,NA
2024-01-31 05:00:00,"Pinheiros",25,2
2024-01-31 06:00:00,"Pinheiros",31,NA
2024-01-31 07:00:00,"Pinheiros",32,6
2024-01-31 08:00:00,"Pinheiros",15,6
2024-01-31 09:00:00,"Pinheiros",14,13
2024-01-31 10:00:00,"Pinheiros",12,23
2024-01-31 11:00:00,"Pinheiros",18,32
2024-01-31 12:00:00,"Pinheiros",24,25
2024-01-31 13:00:00,"Pinheiros",21,52
2024-01-31 14:00:00,"Pinheiros",14,86
2024-01-31 15:00:00,"Pinheiros",9,125
2024-01-31 16:00:00,"Pinheiros",29,65
2024-01-31 17:00:00,"Pinheiros",22,25
2024-01-31 18:00:00,"Pinheiros",12,NA
2024-01-31 19:00:00,"Pinheiros",21,14
2024-01-31 20:00:00,"Pinheiros",7,19
2024-01-31 21:00:00,"Pinheiros",11,9
2024-01-31 22:00:00,"Pinheiros",6,10
2024-01-31 23:00:00,"Pinheiros",5,8
2024-02-01 00:00:00,"Pinheiros",9,NA
2024-01-01 00:00:00,"Ibirapuera",NA,NA
2024-01-01 01:00:00,"Ibirapuera",10,46
2024-01-01 02:00:00,"Ibirapuera",34,45
2024-01-01 03:00:00,"Ibirapuera",23,44
2024-01-01 04:00:00,"Ibirapuera",12,41
2024-01-01 05:00:00,"Ibirapuera",12,37
2024-01-01 06:00:00,"Ibirapuera",11,39
2024-01-01 07:00:00,"Ibirapuera",8,39
2024-01-01 08:00:00,"Ibirapuera",16,40
2024-01-01 09:00:00,"Ibirapuera",5,48
2024-01-01 10:00:00,"Ibirapuera",9,58
2024-01-01 11:00:00,"Ibirapuera",7,63
2024-01-01 12:00:00,"Ibirapuera",7,62
2024-01-01 13:00:00,"Ibirapuera",19,71
2024-01-01 14:00:00,"Ibirapuera",10,68
2024-01-01 15:00:00,"Ibirapuera",13,69
2024-01-01 16:00:00,"Ibirapuera",11,69
2024-01-01 17:00:00,"Ibirapuera",16,67
2024-01-01 18:00:00,"Ibirapuera",18,60
2024-01-01 19:00:00,"Ibirapuera",14,53
2024-01-01 20:00:00,"Ibirapuera",13,46
2024-01-01 21:00:00,"Ibirapuera",13,46
2024-01-01 22:00:00,"Ibirapuera",14,49
2024-01-01 23:00:00,"Ibirapuera",12,49
2024-01-02 00:00:00,"Ibirapuera",11,48
2024-01-02 01:00:00,"Ibirapuera",14,50
2024-01-02 02:00:00,"Ibirapuera",12,47
2024-01-02 03:00:00,"Ibirapuera",7,42
2024-01-02 04:00:00,"Ibirapuera",14,41
2024-01-02 05:00:00,"Ibirapuera",11,43
2024-01-02 06:00:00,"Ibirapuera",10,35
2024-01-02 07:00:00,"Ibirapuera",8,30
2024-01-02 08:00:00,"Ibirapuera",7,34
2024-01-02 09:00:00,"Ibirapuera",1,40
2024-01-02 10:00:00,"Ibirapuera",4,50
2024-01-02 11:00:00,"Ibirapuera",7,70
2024-01-02 12:00:00,"Ibirapuera",7,99
2024-01-02 13:00:00,"Ibirapuera",10,127
2024-01-02 14:00:00,"Ibirapuera",16,161
2024-01-02 15:00:00,"Ibirapuera",34,147
2024-01-02 16:00:00,"Ibirapuera",34,101
2024-01-02 17:00:00,"Ibirapuera",24,85
2024-01-02 18:00:00,"Ibirapuera",17,77
2024-01-02 19:00:00,"Ibirapuera",14,68
2024-01-02 20:00:00,"Ibirapuera",14,55
2024-01-02 21:00:00,"Ibirapuera",9,52
2024-01-02 22:00:00,"Ibirapuera",17,49
2024-01-02 23:00:00,"Ibirapuera",11,60
2024-01-03 00:00:00,"Ibirapuera",13,54
2024-01-03 01:00:00,"Ibirapuera",4,49
2024-01-03 02:00:00,"Ibirapuera",12,50
2024-01-03 03:00:00,"Ibirapuera",5,50
2024-01-03 04:00:00,"Ibirapuera",10,41
2024-01-03 05:00:00,"Ibirapuera",13,39
2024-01-03 06:00:00,"Ibirapuera",8,34
2024-01-03 07:00:00,"Ibirapuera",4,26
2024-01-03 08:00:00,"Ibirapuera",9,25
2024-01-03 09:00:00,"Ibirapuera",5,34
2024-01-03 10:00:00,"Ibirapuera",7,48
2024-01-03 11:00:00,"Ibirapuera",8,69
2024-01-03 12:00:00,"Ibirapuera",9,96
2024-01-03 13:00:00,"Ibirapuera",7,123
2024-01-03 14:00:00,"Ibirapuera",15,112
2024-01-03 15:00:00,"Ibirapuera",24,80
2024-01-03 16:00:00,"Ibirapuera",22,68
2024-01-03 17:00:00,"Ibirapuera",8,53
2024-01-03 18:00:00,"Ibirapuera",8,50
2024-01-03 19:00:00,"Ibirapuera",4,49
2024-01-03 20:00:00,"Ibirapuera",5,44
2024-01-03 21:00:00,"Ibirapuera",8,36
2024-01-03 22:00:00,"Ibirapuera",3,42
2024-01-03 23:00:00,"Ibirapuera",3,40
2024-01-04 00:00:00,"Ibirapuera",5,44
2024-01-04 01:00:00,"Ibirapuera",3,39
2024-01-04 02:00:00,"Ibirapuera",3,44
2024-01-04 03:00:00,"Ibirapuera",5,55
2024-01-04 04:00:00,"Ibirapuera",1,46
2024-01-04 05:00:00,"Ibirapuera",1,39
2024-01-04 06:00:00,"Ibirapuera",2,40
2024-01-04 07:00:00,"Ibirapuera",4,40
2024-01-04 08:00:00,"Ibirapuera",3,35
2024-01-04 09:00:00,"Ibirapuera",1,37
2024-01-04 10:00:00,"Ibirapuera",7,37
2024-01-04 11:00:00,"Ibirapuera",3,43
2024-01-04 12:00:00,"Ibirapuera",3,50
2024-01-04 13:00:00,"Ibirapuera",2,51
2024-01-04 14:00:00,"Ibirapuera",8,48
2024-01-04 15:00:00,"Ibirapuera",4,48
2024-01-04 16:00:00,"Ibirapuera",3,47
2024-01-04 17:00:00,"Ibirapuera",3,39
2024-01-04 18:00:00,"Ibirapuera",9,30
2024-01-04 19:00:00,"Ibirapuera",2,24
2024-01-04 20:00:00,"Ibirapuera",9,23
2024-01-04 21:00:00,"Ibirapuera",2,31
2024-01-04 22:00:00,"Ibirapuera",3,26
2024-01-04 23:00:00,"Ibirapuera",3,22
2024-01-05 00:00:00,"Ibirapuera",6,25
2024-01-05 01:00:00,"Ibirapuera",4,25
2024-01-05 02:00:00,"Ibirapuera",3,26
2024-01-05 03:00:00,"Ibirapuera",5,22
2024-01-05 04:00:00,"Ibirapuera",2,19
2024-01-05 05:00:00,"Ibirapuera",6,32
2024-01-05 06:00:00,"Ibirapuera",4,25
2024-01-05 07:00:00,"Ibirapuera",5,23
2024-01-05 08:00:00,"Ibirapuera",7,36
2024-01-05 09:00:00,"Ibirapuera",15,36
2024-01-05 10:00:00,"Ibirapuera",10,40
2024-01-05 11:00:00,"Ibirapuera",8,60
2024-01-05 12:00:00,"Ibirapuera",11,82
2024-01-05 13:00:00,"Ibirapuera",8,107
2024-01-05 14:00:00,"Ibirapuera",6,93
2024-01-05 15:00:00,"Ibirapuera",11,82
2024-01-05 16:00:00,"Ibirapuera",6,62
2024-01-05 17:00:00,"Ibirapuera",6,55
2024-01-05 18:00:00,"Ibirapuera",7,50
2024-01-05 19:00:00,"Ibirapuera",6,47
2024-01-05 20:00:00,"Ibirapuera",7,44
2024-01-05 21:00:00,"Ibirapuera",5,39
2024-01-05 22:00:00,"Ibirapuera",8,36
2024-01-05 23:00:00,"Ibirapuera",6,38
2024-01-06 00:00:00,"Ibirapuera",6,32
2024-01-06 01:00:00,"Ibirapuera",6,34
2024-01-06 02:00:00,"Ibirapuera",4,33
2024-01-06 03:00:00,"Ibirapuera",8,28
2024-01-06 04:00:00,"Ibirapuera",6,31
2024-01-06 05:00:00,"Ibirapuera",7,42
2024-01-06 06:00:00,"Ibirapuera",1,39
2024-01-06 07:00:00,"Ibirapuera",7,39
2024-01-06 08:00:00,"Ibirapuera",2,40
2024-01-06 09:00:00,"Ibirapuera",6,38
2024-01-06 10:00:00,"Ibirapuera",2,48
2024-01-06 11:00:00,"Ibirapuera",1,67
2024-01-06 12:00:00,"Ibirapuera",6,97
2024-01-06 13:00:00,"Ibirapuera",9,92
2024-01-06 14:00:00,"Ibirapuera",4,100
2024-01-06 15:00:00,"Ibirapuera",8,108
2024-01-06 16:00:00,"Ibirapuera",18,99
2024-01-06 17:00:00,"Ibirapuera",13,80
2024-01-06 18:00:00,"Ibirapuera",13,67
2024-01-06 19:00:00,"Ibirapuera",18,44
2024-01-06 20:00:00,"Ibirapuera",13,35
2024-01-06 21:00:00,"Ibirapuera",6,45
2024-01-06 22:00:00,"Ibirapuera",9,39
2024-01-06 23:00:00,"Ibirapuera",7,36
2024-01-07 00:00:00,"Ibirapuera",7,39
2024-01-07 01:00:00,"Ibirapuera",7,45
2024-01-07 02:00:00,"Ibirapuera",3,44
2024-01-07 03:00:00,"Ibirapuera",8,43
2024-01-07 04:00:00,"Ibirapuera",6,35
2024-01-07 05:00:00,"Ibirapuera",10,31
2024-01-07 06:00:00,"Ibirapuera",10,29
2024-01-07 07:00:00,"Ibirapuera",3,36
2024-01-07 08:00:00,"Ibirapuera",5,41
2024-01-07 09:00:00,"Ibirapuera",1,52
2024-01-07 10:00:00,"Ibirapuera",4,68
2024-01-07 11:00:00,"Ibirapuera",12,95
2024-01-07 12:00:00,"Ibirapuera",15,124
2024-01-07 13:00:00,"Ibirapuera",10,130
2024-01-07 14:00:00,"Ibirapuera",12,124
2024-01-07 15:00:00,"Ibirapuera",10,138
2024-01-07 16:00:00,"Ibirapuera",18,116
2024-01-07 17:00:00,"Ibirapuera",12,95
2024-01-07 18:00:00,"Ibirapuera",16,87
2024-01-07 19:00:00,"Ibirapuera",30,68
2024-01-07 20:00:00,"Ibirapuera",17,59
2024-01-07 21:00:00,"Ibirapuera",17,35
2024-01-07 22:00:00,"Ibirapuera",22,26
2024-01-07 23:00:00,"Ibirapuera",21,23
2024-01-08 00:00:00,"Ibirapuera",19,21
2024-01-08 01:00:00,"Ibirapuera",24,15
2024-01-08 02:00:00,"Ibirapuera",15,24
2024-01-08 03:00:00,"Ibirapuera",7,20
2024-01-08 04:00:00,"Ibirapuera",10,14
2024-01-08 05:00:00,"Ibirapuera",14,13
2024-01-08 06:00:00,"Ibirapuera",10,13
2024-01-08 07:00:00,"Ibirapuera",13,13
2024-01-08 08:00:00,"Ibirapuera",9,19
2024-01-08 09:00:00,"Ibirapuera",3,51
2024-01-08 10:00:00,"Ibirapuera",8,84
2024-01-08 11:00:00,"Ibirapuera",11,107
2024-01-08 12:00:00,"Ibirapuera",15,129
2024-01-08 13:00:00,"Ibirapuera",20,103
2024-01-08 14:00:00,"Ibirapuera",17,66
2024-01-08 15:00:00,"Ibirapuera",12,66
2024-01-08 16:00:00,"Ibirapuera",NA,NA
2024-01-08 17:00:00,"Ibirapuera",NA,NA
2024-01-08 18:00:00,"Ibirapuera",NA,NA
2024-01-08 19:00:00,"Ibirapuera",NA,NA
2024-01-08 20:00:00,"Ibirapuera",NA,NA
2024-01-08 21:00:00,"Ibirapuera",NA,NA
2024-01-08 22:00:00,"Ibirapuera",NA,NA
2024-01-08 23:00:00,"Ibirapuera",NA,NA
2024-01-09 00:00:00,"Ibirapuera",NA,NA
2024-01-09 01:00:00,"Ibirapuera",NA,NA
2024-01-09 02:00:00,"Ibirapuera",NA,NA
2024-01-09 03:00:00,"Ibirapuera",NA,12
2024-01-09 04:00:00,"Ibirapuera",80,11
2024-01-09 05:00:00,"Ibirapuera",45,13
2024-01-09 06:00:00,"Ibirapuera",21,31
2024-01-09 07:00:00,"Ibirapuera",14,41
2024-01-09 08:00:00,"Ibirapuera",6,45
2024-01-09 09:00:00,"Ibirapuera",6,54
2024-01-09 10:00:00,"Ibirapuera",7,62
2024-01-09 11:00:00,"Ibirapuera",16,78
2024-01-09 12:00:00,"Ibirapuera",8,109
2024-01-09 13:00:00,"Ibirapuera",9,128
2024-01-09 14:00:00,"Ibirapuera",11,145
2024-01-09 15:00:00,"Ibirapuera",7,153
2024-01-09 16:00:00,"Ibirapuera",16,146
2024-01-09 17:00:00,"Ibirapuera",25,121
2024-01-09 18:00:00,"Ibirapuera",22,111
2024-01-09 19:00:00,"Ibirapuera",16,49
2024-01-09 20:00:00,"Ibirapuera",15,13
2024-01-09 21:00:00,"Ibirapuera",19,12
2024-01-09 22:00:00,"Ibirapuera",25,13
2024-01-09 23:00:00,"Ibirapuera",17,13
2024-01-10 00:00:00,"Ibirapuera",25,13
2024-01-10 01:00:00,"Ibirapuera",44,12
2024-01-10 02:00:00,"Ibirapuera",14,14
2024-01-10 03:00:00,"Ibirapuera",13,13
2024-01-10 04:00:00,"Ibirapuera",15,20
2024-01-10 05:00:00,"Ibirapuera",13,28
2024-01-10 06:00:00,"Ibirapuera",7,19
2024-01-10 07:00:00,"Ibirapuera",9,19
2024-01-10 08:00:00,"Ibirapuera",6,19
2024-01-10 09:00:00,"Ibirapuera",4,38
2024-01-10 10:00:00,"Ibirapuera",8,66
2024-01-10 11:00:00,"Ibirapuera",5,85
2024-01-10 12:00:00,"Ibirapuera",13,90
2024-01-10 13:00:00,"Ibirapuera",4,89
2024-01-10 14:00:00,"Ibirapuera",3,94
2024-01-10 15:00:00,"Ibirapuera",7,102
2024-01-10 16:00:00,"Ibirapuera",6,116
2024-01-10 17:00:00,"Ibirapuera",10,133
2024-01-10 18:00:00,"Ibirapuera",48,104
2024-01-10 19:00:00,"Ibirapuera",17,62
2024-01-10 20:00:00,"Ibirapuera",18,56
2024-01-10 21:00:00,"Ibirapuera",12,34
2024-01-10 22:00:00,"Ibirapuera",17,68
2024-01-10 23:00:00,"Ibirapuera",9,62
2024-01-11 00:00:00,"Ibirapuera",4,45
2024-01-11 01:00:00,"Ibirapuera",14,37
2024-01-11 02:00:00,"Ibirapuera",9,33
2024-01-11 03:00:00,"Ibirapuera",9,25
2024-01-11 04:00:00,"Ibirapuera",10,22
2024-01-11 05:00:00,"Ibirapuera",4,26
2024-01-11 06:00:00,"Ibirapuera",8,21
2024-01-11 07:00:00,"Ibirapuera",5,14
2024-01-11 08:00:00,"Ibirapuera",4,30
2024-01-11 09:00:00,"Ibirapuera",6,32
2024-01-11 10:00:00,"Ibirapuera",6,49
2024-01-11 11:00:00,"Ibirapuera",10,70
2024-01-11 12:00:00,"Ibirapuera",8,89
2024-01-11 13:00:00,"Ibirapuera",6,96
2024-01-11 14:00:00,"Ibirapuera",16,98
2024-01-11 15:00:00,"Ibirapuera",9,93
2024-01-11 16:00:00,"Ibirapuera",5,91
2024-01-11 17:00:00,"Ibirapuera",11,82
2024-01-11 18:00:00,"Ibirapuera",12,69
2024-01-11 19:00:00,"Ibirapuera",12,46
2024-01-11 20:00:00,"Ibirapuera",8,34
2024-01-11 21:00:00,"Ibirapuera",7,40
2024-01-11 22:00:00,"Ibirapuera",13,39
2024-01-11 23:00:00,"Ibirapuera",3,54
2024-01-12 00:00:00,"Ibirapuera",7,35
2024-01-12 01:00:00,"Ibirapuera",1,21
2024-01-12 02:00:00,"Ibirapuera",5,27
2024-01-12 03:00:00,"Ibirapuera",13,34
2024-01-12 04:00:00,"Ibirapuera",3,33
2024-01-12 05:00:00,"Ibirapuera",9,38
2024-01-12 06:00:00,"Ibirapuera",5,30
2024-01-12 07:00:00,"Ibirapuera",3,24
2024-01-12 08:00:00,"Ibirapuera",8,25
2024-01-12 09:00:00,"Ibirapuera",2,32
2024-01-12 10:00:00,"Ibirapuera",10,40
2024-01-12 11:00:00,"Ibirapuera",11,59
2024-01-12 12:00:00,"Ibirapuera",2,74
2024-01-12 13:00:00,"Ibirapuera",9,91
2024-01-12 14:00:00,"Ibirapuera",3,98
2024-01-12 15:00:00,"Ibirapuera",12,71
2024-01-12 16:00:00,"Ibirapuera",15,48
2024-01-12 17:00:00,"Ibirapuera",7,52
2024-01-12 18:00:00,"Ibirapuera",3,40
2024-01-12 19:00:00,"Ibirapuera",8,50
2024-01-12 20:00:00,"Ibirapuera",8,45
2024-01-12 21:00:00,"Ibirapuera",4,43
2024-01-12 22:00:00,"Ibirapuera",6,41
2024-01-12 23:00:00,"Ibirapuera",4,31
2024-01-13 00:00:00,"Ibirapuera",5,36
2024-01-13 01:00:00,"Ibirapuera",2,40
2024-01-13 02:00:00,"Ibirapuera",4,40
2024-01-13 03:00:00,"Ibirapuera",6,45
2024-01-13 04:00:00,"Ibirapuera",2,49
2024-01-13 05:00:00,"Ibirapuera",4,51
2024-01-13 06:00:00,"Ibirapuera",4,43
2024-01-13 07:00:00,"Ibirapuera",5,40
2024-01-13 08:00:00,"Ibirapuera",5,34
2024-01-13 09:00:00,"Ibirapuera",3,36
2024-01-13 10:00:00,"Ibirapuera",3,38
2024-01-13 11:00:00,"Ibirapuera",6,39
2024-01-13 12:00:00,"Ibirapuera",3,40
2024-01-13 13:00:00,"Ibirapuera",2,43
2024-01-13 14:00:00,"Ibirapuera",7,41
2024-01-13 15:00:00,"Ibirapuera",13,39
2024-01-13 16:00:00,"Ibirapuera",8,37
2024-01-13 17:00:00,"Ibirapuera",6,38
2024-01-13 18:00:00,"Ibirapuera",10,34
2024-01-13 19:00:00,"Ibirapuera",4,30
2024-01-13 20:00:00,"Ibirapuera",8,29
2024-01-13 21:00:00,"Ibirapuera",3,30
2024-01-13 22:00:00,"Ibirapuera",8,25
2024-01-13 23:00:00,"Ibirapuera",6,26
2024-01-14 00:00:00,"Ibirapuera",9,28
2024-01-14 01:00:00,"Ibirapuera",5,25
2024-01-14 02:00:00,"Ibirapuera",13,32
2024-01-14 03:00:00,"Ibirapuera",8,31
2024-01-14 04:00:00,"Ibirapuera",4,28
2024-01-14 05:00:00,"Ibirapuera",6,26
2024-01-14 06:00:00,"Ibirapuera",6,16
2024-01-14 07:00:00,"Ibirapuera",7,22
2024-01-14 08:00:00,"Ibirapuera",6,32
2024-01-14 09:00:00,"Ibirapuera",4,48
2024-01-14 10:00:00,"Ibirapuera",7,47
2024-01-14 11:00:00,"Ibirapuera",6,65
2024-01-14 12:00:00,"Ibirapuera",11,87
2024-01-14 13:00:00,"Ibirapuera",8,88
2024-01-14 14:00:00,"Ibirapuera",5,89
2024-01-14 15:00:00,"Ibirapuera",6,88
2024-01-14 16:00:00,"Ibirapuera",6,86
2024-01-14 17:00:00,"Ibirapuera",13,115
2024-01-14 18:00:00,"Ibirapuera",24,102
2024-01-14 19:00:00,"Ibirapuera",29,68
2024-01-14 20:00:00,"Ibirapuera",19,44
2024-01-14 21:00:00,"Ibirapuera",10,26
2024-01-14 22:00:00,"Ibirapuera",20,16
2024-01-14 23:00:00,"Ibirapuera",17,12
2024-01-15 00:00:00,"Ibirapuera",18,12
2024-01-15 01:00:00,"Ibirapuera",20,12
2024-01-15 02:00:00,"Ibirapuera",19,12
2024-01-15 03:00:00,"Ibirapuera",19,12
2024-01-15 04:00:00,"Ibirapuera",15,12
2024-01-15 05:00:00,"Ibirapuera",14,12
2024-01-15 06:00:00,"Ibirapuera",19,12
2024-01-15 07:00:00,"Ibirapuera",17,12
2024-01-15 08:00:00,"Ibirapuera",13,29
2024-01-15 09:00:00,"Ibirapuera",6,40
2024-01-15 10:00:00,"Ibirapuera",4,54
2024-01-15 11:00:00,"Ibirapuera",8,76
2024-01-15 12:00:00,"Ibirapuera",7,91
2024-01-15 13:00:00,"Ibirapuera",13,93
2024-01-15 14:00:00,"Ibirapuera",4,101
2024-01-15 15:00:00,"Ibirapuera",7,104
