"date","aqs","pm25","o3"
2024-01-15 16:00:00,"Ibirapuera",14,96
2024-01-15 17:00:00,"Ibirapuera",1,108
2024-01-15 18:00:00,"Ibirapuera",18,97
2024-01-15 19:00:00,"Ibirapuera",8,91
2024-01-15 20:00:00,"Ibirapuera",9,69
2024-01-15 21:00:00,"Ibirapuera",13,55
2024-01-15 22:00:00,"Ibirapuera",8,45
2024-01-15 23:00:00,"Ibirapuera",14,38
2024-01-16 00:00:00,"Ibirapuera",8,29
2024-01-16 01:00:00,"Ibirapuera",20,25
2024-01-16 02:00:00,"Ibirapuera",17,39
2024-01-16 03:00:00,"Ibirapuera",11,45
2024-01-16 04:00:00,"Ibirapuera",9,47
2024-01-16 05:00:00,"Ibirapuera",6,44
2024-01-16 06:00:00,"Ibirapuera",8,32
2024-01-16 07:00:00,"Ibirapuera",10,26
2024-01-16 08:00:00,"Ibirapuera",5,49
2024-01-16 09:00:00,"Ibirapuera",2,59
2024-01-16 10:00:00,"Ibirapuera",4,75
2024-01-16 11:00:00,"Ibirapuera",8,85
2024-01-16 12:00:00,"Ibirapuera",9,91
2024-01-16 13:00:00,"Ibirapuera",9,90
2024-01-16 14:00:00,"Ibirapuera",4,89
2024-01-16 15:00:00,"Ibirapuera",4,96
2024-01-16 16:00:00,"Ibirapuera",11,105
2024-01-16 17:00:00,"Ibirapuera",5,109
2024-01-16 18:00:00,"Ibirapuera",14,97
2024-01-16 19:00:00,"Ibirapuera",10,91
2024-01-16 20:00:00,"Ibirapuera",12,77
2024-01-16 21:00:00,"Ibirapuera",12,60
2024-01-16 22:00:00,"Ibirapuera",15,51
2024-01-16 23:00:00,"Ibirapuera",11,50
2024-01-17 00:00:00,"Ibirapuera",12,53
2024-01-17 01:00:00,"Ibirapuera",5,40
2024-01-17 02:00:00,"Ibirapuera",9,38
2024-01-17 03:00:00,"Ibirapuera",17,30
2024-01-17 04:00:00,"Ibirapuera",10,33
2024-01-17 05:00:00,"Ibirapuera",11,33
2024-01-17 06:00:00,"Ibirapuera",11,36
2024-01-17 07:00:00,"Ibirapuera",8,35
2024-01-17 08:00:00,"Ibirapuera",8,44
2024-01-17 09:00:00,"Ibirapuera",2,69
2024-01-17 10:00:00,"Ibirapuera",11,72
2024-01-17 11:00:00,"Ibirapuera",9,91
2024-01-17 12:00:00,"Ibirapuera",11,106
2024-01-17 13:00:00,"Ibirapuera",8,115
2024-01-17 14:00:00,"Ibirapuera",14,112
2024-01-17 15:00:00,"Ibirapuera",5,106
2024-01-17 16:00:00,"Ibirapuera",16,81
2024-01-17 17:00:00,"Ibirapuera",14,68
2024-01-17 18:00:00,"Ibirapuera",14,59
2024-01-17 19:00:00,"Ibirapuera",7,53
2024-01-17 20:00:00,"Ibirapuera",4,48
2024-01-17 21:00:00,"Ibirapuera",12,47
2024-01-17 22:00:00,"Ibirapuera",6,36
2024-01-17 23:00:00,"Ibirapuera",13,37
2024-01-18 00:00:00,"Ibirapuera",9,30
2024-01-18 01:00:00,"Ibirapuera",20,26
2024-01-18 02:00:00,"Ibirapuera",18,34
2024-01-18 03:00:00,"Ibirapuera",15,27
2024-01-18 04:00:00,"Ibirapuera",17,26
2024-01-18 05:00:00,"Ibirapuera",8,31
2024-01-18 06:00:00,"Ibirapuera",15,25
2024-01-18 07:00:00,"Ibirapuera",6,25
2024-01-18 08:00:00,"Ibirapuera",17,30
2024-01-18 09:00:00,"Ibirapuera",12,46
2024-01-18 10:00:00,"Ibirapuera",10,77
2024-01-18 11:00:00,"Ibirapuera",16,100
2024-01-18 12:00:00,"Ibirapuera",24,115
2024-01-18 13:00:00,"Ibirapuera",14,121
2024-01-18 14:00:00,"Ibirapuera",3,118
2024-01-18 15:00:00,"Ibirapuera",4,130
2024-01-18 16:00:00,"Ibirapuera",27,133
2024-01-18 17:00:00,"Ibirapuera",31,106
2024-01-18 18:00:00,"Ibirapuera",35,62
2024-01-18 19:00:00,"Ibirapuera",26,56
2024-01-18 20:00:00,"Ibirapuera",24,66
2024-01-18 21:00:00,"Ibirapuera",13,70
2024-01-18 22:00:00,"Ibirapuera",20,62
2024-01-18 23:00:00,"Ibirapuera",22,66
2024-01-19 00:00:00,"Ibirapuera",8,58
2024-01-19 01:00:00,"Ibirapuera",17,64
2024-01-19 02:00:00,"Ibirapuera",7,58
2024-01-19 03:00:00,"Ibirapuera",2,35
2024-01-19 04:00:00,"Ibirapuera",11,51
2024-01-19 05:00:00,"Ibirapuera",6,49
2024-01-19 06:00:00,"Ibirapuera",6,39
2024-01-19 07:00:00,"Ibirapuera",6,38
2024-01-19 08:00:00,"Ibirapuera",5,36
2024-01-19 09:00:00,"Ibirapuera",7,46
2024-01-19 10:00:00,"Ibirapuera",8,55
2024-01-19 11:00:00,"Ibirapuera",8,56
2024-01-19 12:00:00,"Ibirapuera",5,68
2024-01-19 13:00:00,"Ibirapuera",11,73
2024-01-19 14:00:00,"Ibirapuera",5,87
2024-01-19 15:00:00,"Ibirapuera",15,98
2024-01-19 16:00:00,"Ibirapuera",21,100
2024-01-19 17:00:00,"Ibirapuera",18,103
2024-01-19 18:00:00,"Ibirapuera",15,86
2024-01-19 19:00:00,"Ibirapuera",16,63
2024-01-19 20:00:00,"Ibirapuera",11,53
2024-01-19 21:00:00,"Ibirapuera",12,47
2024-01-19 22:00:00,"Ibirapuera",5,35
2024-01-19 23:00:00,"Ibirapuera",9,20
2024-01-20 00:00:00,"Ibirapuera",9,35
2024-01-20 01:00:00,"Ibirapuera",3,44
2024-01-20 02:00:00,"Ibirapuera",13,52
2024-01-20 03:00:00,"Ibirapuera",5,48
2024-01-20 04:00:00,"Ibirapuera",8,52
2024-01-20 05:00:00,"Ibirapuera",6,60
2024-01-20 06:00:00,"Ibirapuera",7,67
2024-01-20 07:00:00,"Ibirapuera",6,54
2024-01-20 08:00:00,"Ibirapuera",6,52
2024-01-20 09:00:00,"Ibirapuera",5,56
2024-01-20 10:00:00,"Ibirapuera",5,59
2024-01-20 11:00:00,"Ibirapuera",4,73
2024-01-20 12:00:00,"Ibirapuera",9,80
2024-01-20 13:00:00,"Ibirapuera",8,81
2024-01-20 14:00:00,"Ibirapuera",16,81
2024-01-20 15:00:00,"Ibirapuera",15,80
2024-01-20 16:00:00,"Ibirapuera",14,78
2024-01-20 17:00:00,"Ibirapuera",17,67
2024-01-20 18:00:00,"Ibirapuera",11,60
2024-01-20 19:00:00,"Ibirapuera",16,67
2024-01-20 20:00:00,"Ibirapuera",10,59
2024-01-20 21:00:00,"Ibirapuera",5,50
2024-01-20 22:00:00,"Ibirapuera",7,36
2024-01-20 23:00:00,"Ibirapuera",2,23
2024-01-21 00:00:00,"Ibirapuera",8,16
2024-01-21 01:00:00,"Ibirapuera",9,13
2024-01-21 02:00:00,"Ibirapuera",13,16
2024-01-21 03:00:00,"Ibirapuera",10,20
2024-01-21 04:00:00,"Ibirapuera",10,30
2024-01-21 05:00:00,"Ibirapuera",5,41
2024-01-21 06:00:00,"Ibirapuera",11,39
2024-01-21 07:00:00,"Ibirapuera",7,33
2024-01-21 08:00:00,"Ibirapuera",2,39
2024-01-21 09:00:00,"Ibirapuera",3,50
2024-01-21 10:00:00,"Ibirapuera",7,62
2024-01-21 11:00:00,"Ibirapuera",10,65
2024-01-21 12:00:00,"Ibirapuera",16,57
2024-01-21 13:00:00,"Ibirapuera",5,76
2024-01-21 14:00:00,"Ibirapuera",8,69
2024-01-21 15:00:00,"Ibirapuera",16,50
2024-01-21 16:00:00,"Ibirapuera",3,47
2024-01-21 17:00:00,"Ibirapuera",9,44
2024-01-21 18:00:00,"Ibirapuera",6,38
2024-01-21 19:00:00,"Ibirapuera",5,32
2024-01-21 20:00:00,"Ibirapuera",7,24
2024-01-21 21:00:00,"Ibirapuera",6,25
2024-01-21 22:00:00,"Ibirapuera",7,25
2024-01-21 23:00:00,"Ibirapuera",2,25
2024-01-22 00:00:00,"Ibirapuera",9,35
2024-01-22 01:00:00,"Ibirapuera",8,33
2024-01-22 02:00:00,"Ibirapuera",11,37
2024-01-22 03:00:00,"Ibirapuera",2,35
2024-01-22 04:00:00,"Ibirapuera",4,36
2024-01-22 05:00:00,"Ibirapuera",6,31
2024-01-22 06:00:00,"Ibirapuera",4,32
2024-01-22 07:00:00,"Ibirapuera",3,29
2024-01-22 08:00:00,"Ibirapuera",6,29
2024-01-22 09:00:00,"Ibirapuera",7,38
2024-01-22 10:00:00,"Ibirapuera",4,46
2024-01-22 11:00:00,"Ibirapuera",10,59
2024-01-22 12:00:00,"Ibirapuera",3,73
2024-01-22 13:00:00,"Ibirapuera",20,74
2024-01-22 14:00:00,"Ibirapuera",8,71
2024-01-22 15:00:00,"Ibirapuera",16,68
2024-01-22 16:00:00,"Ibirapuera",6,67
2024-01-22 17:00:00,"Ibirapuera",23,47
2024-01-22 18:00:00,"Ibirapuera",7,40
2024-01-22 19:00:00,"Ibirapuera",11,33
2024-01-22 20:00:00,"Ibirapuera",9,36
2024-01-22 21:00:00,"Ibirapuera",5,39
2024-01-22 22:00:00,"Ibirapuera",9,41
2024-01-22 23:00:00,"Ibirapuera",6,39
2024-01-23 00:00:00,"Ibirapuera",8,34
2024-01-23 01:00:00,"Ibirapuera",14,38
2024-01-23 02:00:00,"Ibirapuera",12,47
2024-01-23 03:00:00,"Ibirapuera",4,38
2024-01-23 04:00:00,"Ibirapuera",7,39
2024-01-23 05:00:00,"Ibirapuera",4,37
2024-01-23 06:00:00,"Ibirapuera",6,36
2024-01-23 07:00:00,"Ibirapuera",8,27
2024-01-23 08:00:00,"Ibirapuera",7,26
2024-01-23 09:00:00,"Ibirapuera",7,22
2024-01-23 10:00:00,"Ibirapuera",10,20
2024-01-23 11:00:00,"Ibirapuera",10,19
2024-01-23 12:00:00,"Ibirapuera",8,29
2024-01-23 13:00:00,"Ibirapuera",6,39
2024-01-23 14:00:00,"Ibirapuera",9,38
2024-01-23 15:00:00,"Ibirapuera",12,40
2024-01-23 16:00:00,"Ibirapuera",4,45
2024-01-23 17:00:00,"Ibirapuera",3,49
2024-01-23 18:00:00,"Ibirapuera",7,43
2024-01-23 19:00:00,"Ibirapuera",5,38
2024-01-23 20:00:00,"Ibirapuera",7,43
2024-01-23 21:00:00,"Ibirapuera",4,40
2024-01-23 22:00:00,"Ibirapuera",6,34
2024-01-23 23:00:00,"Ibirapuera",9,40
2024-01-24 00:00:00,"Ibirapuera",3,35
2024-01-24 01:00:00,"Ibirapuera",7,34
2024-01-24 02:00:00,"Ibirapuera",7,34
2024-01-24 03:00:00,"Ibirapuera",8,32
2024-01-24 04:00:00,"Ibirapuera",8,32
2024-01-24 05:00:00,"Ibirapuera",6,40
2024-01-24 06:00:00,"Ibirapuera",11,33
2024-01-24 07:00:00,"Ibirapuera",7,32
2024-01-24 08:00:00,"Ibirapuera",6,40
2024-01-24 09:00:00,"Ibirapuera",7,49
2024-01-24 10:00:00,"Ibirapuera",6,60
2024-01-24 11:00:00,"Ibirapuera",5,57
2024-01-24 12:00:00,"Ibirapuera",13,58
2024-01-24 13:00:00,"Ibirapuera",13,64
2024-01-24 14:00:00,"Ibirapuera",10,67
2024-01-24 15:00:00,"Ibirapuera",12,75
2024-01-24 16:00:00,"Ibirapuera",4,63
2024-01-24 17:00:00,"Ibirapuera",13,57
2024-01-24 18:00:00,"Ibirapuera",14,50
2024-01-24 19:00:00,"Ibirapuera",6,57
2024-01-24 20:00:00,"Ibirapuera",8,61
2024-01-24 21:00:00,"Ibirapuera",6,60
2024-01-24 22:00:00,"Ibirapuera",7,55
2024-01-24 23:00:00,"Ibirapuera",3,51
2024-01-25 00:00:00,"Ibirapuera",6,49
2024-01-25 01:00:00,"Ibirapuera",3,48
2024-01-25 02:00:00,"Ibirapuera",12,48
2024-01-25 03:00:00,"Ibirapuera",NA,51
2024-01-25 04:00:00,"Ibirapuera",8,50
2024-01-25 05:00:00,"Ibirapuera",6,44
2024-01-25 06:00:00,"Ibirapuera",6,36
2024-01-25 07:00:00,"Ibirapuera",8,33
2024-01-25 08:00:00,"Ibirapuera",7,34
2024-01-25 09:00:00,"Ibirapuera",7,38
2024-01-25 10:00:00,"Ibirapuera",3,42
2024-01-25 11:00:00,"Ibirapuera",8,42
2024-01-25 12:00:00,"Ibirapuera",12,48
2024-01-25 13:00:00,"Ibirapuera",2,50
2024-01-25 14:00:00,"Ibirapuera",6,50
2024-01-25 15:00:00,"Ibirapuera",7,49
2024-01-25 16:00:00,"Ibirapuera",6,52
2024-01-25 17:00:00,"Ibirapuera",10,44
2024-01-25 18:00:00,"Ibirapuera",5,40
2024-01-25 19:00:00,"Ibirapuera",12,41
2024-01-25 20:00:00,"Ibirapuera",8,41
2024-01-25 21:00:00,"Ibirapuera",5,42
2024-01-25 22:00:00,"Ibirapuera",7,42
2024-01-25 23:00:00,"Ibirapuera",8,40
2024-01-26 00:00:00,"Ibirapuera",7,45
2024-01-26 01:00:00,"Ibirapuera",6,45
2024-01-26 02:00:00,"Ibirapuera",13,40
2024-01-26 03:00:00,"Ibirapuera",8,43
2024-01-26 04:00:00,"Ibirapuera",11,41
2024-01-26 05:00:00,"Ibirapuera",6,37
2024-01-26 06:00:00,"Ibirapuera",6,37
2024-01-26 07:00:00,"Ibirapuera",8,32
2024-01-26 08:00:00,"Ibirapuera",7,33
2024-01-26 09:00:00,"Ibirapuera",NA,44
2024-01-26 10:00:00,"Ibirapuera",11,38
2024-01-26 11:00:00,"Ibirapuera",10,48
2024-01-26 12:00:00,"Ibirapuera",8,47
2024-01-26 13:00:00,"Ibirapuera",12,64
2024-01-26 14:00:00,"Ibirapuera",13,67
2024-01-26 15:00:00,"Ibirapuera",15,62
2024-01-26 16:00:00,"Ibirapuera",15,59
2024-01-26 17:00:00,"Ibirapuera",17,52
2024-01-26 18:00:00,"Ibirapuera",19,40
2024-01-26 19:00:00,"Ibirapuera",14,41
2024-01-26 20:00:00,"Ibirapuera",5,38
2024-01-26 21:00:00,"Ibirapuera",8,32
2024-01-26 22:00:00,"Ibirapuera",10,23
2024-01-26 23:00:00,"Ibirapuera",8,26
2024-01-27 00:00:00,"Ibirapuera",7,19
2024-01-27 01:00:00,"Ibirapuera",5,21
2024-01-27 02:00:00,"Ibirapuera",7,27
2024-01-27 03:00:00,"Ibirapuera",7,29
2024-01-27 04:00:00,"Ibirapuera",7,27
2024-01-27 05:00:00,"Ibirapuera",5,24
2024-01-27 06:00:00,"Ibirapuera",9,23
2024-01-27 07:00:00,"Ibirapuera",7,21
2024-01-27 08:00:00,"Ibirapuera",4,21
2024-01-27 09:00:00,"Ibirapuera",5,28
2024-01-27 10:00:00,"Ibirapuera",2,36
2024-01-27 11:00:00,"Ibirapuera",9,43
2024-01-27 12:00:00,"Ibirapuera",8,70
2024-01-27 13:00:00,"Ibirapuera",7,99
2024-01-27 14:00:00,"Ibirapuera",13,111
2024-01-27 15:00:00,"Ibirapuera",13,108
2024-01-27 16:00:00,"Ibirapuera",15,82
2024-01-27 17:00:00,"Ibirapuera",22,75
2024-01-27 18:00:00,"Ibirapuera",9,40
2024-01-27 19:00:00,"Ibirapuera",8,34
2024-01-27 20:00:00,"Ibirapuera",10,36
2024-01-27 21:00:00,"Ibirapuera",5,33
2024-01-27 22:00:00,"Ibirapuera",11,35
2024-01-27 23:00:00,"Ibirapuera",10,29
2024-01-28 00:00:00,"Ibirapuera",17,28
2024-01-28 01:00:00,"Ibirapuera",9,35
2024-01-28 02:00:00,"Ibirapuera",12,22
2024-01-28 03:00:00,"Ibirapuera",16,17
2024-01-28 04:00:00,"Ibirapuera",13,16
2024-01-28 05:00:00,"Ibirapuera",10,18
2024-01-28 06:00:00,"Ibirapuera",11,31
2024-01-28 07:00:00,"Ibirapuera",12,33
2024-01-28 08:00:00,"Ibirapuera",14,35
2024-01-28 09:00:00,"Ibirapuera",11,40
2024-01-28 10:00:00,"Ibirapuera",18,51
2024-01-28 11:00:00,"Ibirapuera",26,56
2024-01-28 12:00:00,"Ibirapuera",14,53
2024-01-28 13:00:00,"Ibirapuera",4,53
2024-01-28 14:00:00,"Ibirapuera",10,45
2024-01-28 15:00:00,"Ibirapuera",6,62
2024-01-28 16:00:00,"Ibirapuera",2,72
2024-01-28 17:00:00,"Ibirapuera",4,87
2024-01-28 18:00:00,"Ibirapuera",18,82
2024-01-28 19:00:00,"Ibirapuera",15,94
2024-01-28 20:00:00,"Ibirapuera",22,68
2024-01-28 21:00:00,"Ibirapuera",15,47
2024-01-28 22:00:00,"Ibirapuera",16,33
2024-01-28 23:00:00,"Ibirapuera",22,22
2024-01-29 00:00:00,"Ibirapuera",21,16
2024-01-29 01:00:00,"Ibirapuera",30,21
2024-01-29 02:00:00,"Ibirapuera",17,35
2024-01-29 03:00:00,"Ibirapuera",7,32
2024-01-29 04:00:00,"Ibirapuera",8,25
2024-01-29 05:00:00,"Ibirapuera",12,21
2024-01-29 06:00:00,"Ibirapuera",8,13
2024-01-29 07:00:00,"Ibirapuera",8,13
2024-01-29 08:00:00,"Ibirapuera",15,16
2024-01-29 09:00:00,"Ibirapuera",9,23
2024-01-29 10:00:00,"Ibirapuera",8,44
2024-01-29 11:00:00,"Ibirapuera",8,73
2024-01-29 12:00:00,"Ibirapuera",7,96
2024-01-29 13:00:00,"Ibirapuera",19,93
2024-01-29 14:00:00,"Ibirapuera",13,85
2024-01-29 15:00:00,"Ibirapuera",7,80
2024-01-29 16:00:00,"Ibirapuera",12,78
2024-01-29 17:00:00,"Ibirapuera",8,80
2024-01-29 18:00:00,"Ibirapuera",13,77
2024-01-29 19:00:00,"Ibirapuera",15,67
2024-01-29 20:00:00,"Ibirapuera",17,42
2024-01-29 21:00:00,"Ibirapuera",16,27
2024-01-29 22:00:00,"Ibirapuera",9,22
2024-01-29 23:00:00,"Ibirapuera",17,13
2024-01-30 00:00:00,"Ibirapuera",27,12
2024-01-30 01:00:00,"Ibirapuera",33,12
2024-01-30 02:00:00,"Ibirapuera",33,12
2024-01-30 03:00:00,"Ibirapuera",27,12
2024-01-30 04:00:00,"Ibirapuera",27,12
2024-01-30 05:00:00,"Ibirapuera",25,12
2024-01-30 06:00:00,"Ibirapuera",24,12
2024-01-30 07:00:00,"Ibirapuera",18,12
2024-01-30 08:00:00,"Ibirapuera",23,13
2024-01-30 09:00:00,"Ibirapuera",8,26
2024-01-30 10:00:00,"Ibirapuera",8,55
2024-01-30 11:00:00,"Ibirapuera",13,82
2024-01-30 12:00:00,"Ibirapuera",8,107
2024-01-30 13:00:00,"Ibirapuera",12,116
2024-01-30 14:00:00,"Ibirapuera",10,108
2024-01-30 15:00:00,"Ibirapuera",7,109
2024-01-30 16:00:00,"Ibirapuera",10,112
2024-01-30 17:00:00,"Ibirapuera",22,102
2024-01-30 18:00:00,"Ibirapuera",11,87
2024-01-30 19:00:00,"Ibirapuera",13,83
2024-01-30 20:00:00,"Ibirapuera",20,63
2024-01-30 21:00:00,"Ibirapuera",20,44
2024-01-30 22:00:00,"Ibirapuera",18,42
2024-01-30 23:00:00,"Ibirapuera",21,22
2024-01-31 00:00:00,"Ibirapuera",19,24
2024-01-31 01:00:00,"Ibirapuera",29,26
2024-01-31 02:00:00,"Ibirapuera",16,24
2024-01-31 03:00:00,"Ibirapuera",24,27
2024-01-31 04:00:00,"Ibirapuera",28,23
2024-01-31 05:00:00,"Ibirapuera",20,24
2024-01-31 06:00:00,"Ibirapuera",24,18
2024-01-31 07:00:00,"Ibirapuera",19,25
2024-01-31 08:00:00,"Ibirapuera",20,30
2024-01-31 09:00:00,"Ibirapuera",15,42
2024-01-31 10:00:00,"Ibirapuera",19,61
2024-01-31 11:00:00,"Ibirapuera",19,81
2024-01-31 12:00:00,"Ibirapuera",23,81
2024-01-31 13:00:00,"Ibirapuera",25,91
2024-01-31 14:00:00,"Ibirapuera",21,109
2024-01-31 15:00:00,"Ibirapuera",25,147
2024-01-31 16:00:00,"Ibirapuera",40,86
2024-01-31 17:00:00,"Ibirapuera",15,52
2024-01-31 18:00:00,"Ibirapuera",10,23
2024-01-31 19:00:00,"Ibirapuera",16,27
2024-01-31 20:00:00,"Ibirapuera",11,30
2024-01-31 21:00:00,"Ibirapuera",11,26
2024-01-31 22:00:00,"Ibirapuera",12,21
2024-01-31 23:00:00,"Ibirapuera",9,29
2024-02-01 00:00:00,"Ibirapuera",16,21
2024-01-01 00:00:00,"Cid.Universitaria-USP-Ipen",NA,NA
2024-01-01 01:00:00,"Cid.Universitaria-USP-Ipen",11,43
2024-01-01 02:00:00,"Cid.Universitaria-USP-Ipen",14,41
2024-01-01 03:00:00,"Cid.Universitaria-USP-Ipen",19,37
2024-01-01 04:00:00,"Cid.Universitaria-USP-Ipen",17,34
2024-01-01 05:00:00,"Cid.Universitaria-USP-Ipen",13,30
2024-01-01 06:00:00,"Cid.Universitaria-USP-Ipen",13,NA
2024-01-01 07:00:00,"Cid.Universitaria-USP-Ipen",9,30
2024-01-01 08:00:00,"Cid.Universitaria-USP-Ipen",17,31
2024-01-01 09:00:00,"Cid.Universitaria-USP-Ipen",25,42
2024-01-01 10:00:00,"Cid.Universitaria-USP-Ipen",4,52
2024-01-01 11:00:00,"Cid.Universitaria-USP-Ipen",5,61
2024-01-01 12:00:00,"Cid.Universitaria-USP-Ipen",7,67
2024-01-01 13:00:00,"Cid.Universitaria-USP-Ipen",12,66
2024-01-01 14:00:00,"Cid.Universitaria-USP-Ipen",9,75
2024-01-01 15:00:00,"Cid.Universitaria-USP-Ipen",26,71
2024-01-01 16:00:00,"Cid.Universitaria-USP-Ipen",27,77
2024-01-01 17:00:00,"Cid.Universitaria-USP-Ipen",9,70
2024-01-01 18:00:00,"Cid.Universitaria-USP-Ipen",20,63
2024-01-01 19:00:00,"Cid.Universitaria-USP-Ipen",30,49
2024-01-01 20:00:00,"Cid.Universitaria-USP-Ipen",14,41
2024-01-01 21:00:00,"Cid.Universitaria-USP-Ipen",14,37
2024-01-01 22:00:00,"Cid.Universitaria-USP-Ipen",15,36
2024-01-01 23:00:00,"Cid.Universitaria-USP-Ipen",7,37
2024-01-02 00:00:00,"Cid.Universitaria-USP-Ipen",7,42
2024-01-02 01:00:00,"Cid.Universitaria-USP-Ipen",6,45
2024-01-02 02:00:00,"Cid.Universitaria-USP-Ipen",12,42
2024-01-02 03:00:00,"Cid.Universitaria-USP-Ipen",7,37
2024-01-02 04:00:00,"Cid.Universitaria-USP-Ipen",3,34
2024-01-02 05:00:00,"Cid.Universitaria-USP-Ipen",5,33
2024-01-02 06:00:00,"Cid.Universitaria-USP-Ipen",7,NA
2024-01-02 07:00:00,"Cid.Universitaria-USP-Ipen",6,29
2024-01-02 08:00:00,"Cid.Universitaria-USP-Ipen",10,29
2024-01-02 09:00:00,"Cid.Universitaria-USP-Ipen",1,36
2024-01-02 10:00:00,"Cid.Universitaria-USP-Ipen",7,46
2024-01-02 11:00:00,"Cid.Universitaria-USP-Ipen",14,68
2024-01-02 12:00:00,"Cid.Universitaria-USP-Ipen",5,91
2024-01-02 13:00:00,"Cid.Universitaria-USP-Ipen",15,125
2024-01-02 14:00:00,"Cid.Universitaria-USP-Ipen",9,158
2024-01-02 15:00:00,"Cid.Universitaria-USP-Ipen",22,156
2024-01-02 16:00:00,"Cid.Universitaria-USP-Ipen",11,105
2024-01-02 17:00:00,"Cid.Universitaria-USP-Ipen",37,86
2024-01-02 18:00:00,"Cid.Universitaria-USP-Ipen",21,78
2024-01-02 19:00:00,"Cid.Universitaria-USP-Ipen",15,71
2024-01-02 20:00:00,"Cid.Universitaria-USP-Ipen",4,60
2024-01-02 21:00:00,"Cid.Universitaria-USP-Ipen",10,42
2024-01-02 22:00:00,"Cid.Universitaria-USP-Ipen",12,41
2024-01-02 23:00:00,"Cid.Universitaria-USP-Ipen",9,55
2024-01-03 00:00:00,"Cid.Universitaria-USP-Ipen",3,49
2024-01-03 01:00:00,"Cid.Universitaria-USP-Ipen",10,41
2024-01-03 02:00:00,"Cid.Universitaria-USP-Ipen",10,48
2024-01-03 03:00:00,"Cid.Universitaria-USP-Ipen",10,43
2024-01-03 04:00:00,"Cid.Universitaria-USP-Ipen",7,38
2024-01-03 05:00:00,"Cid.Universitaria-USP-Ipen",12,34
2024-01-03 06:00:00,"Cid.Universitaria-USP-Ipen",5,NA
2024-01-03 07:00:00,"Cid.Universitaria-USP-Ipen",6,18
2024-01-03 08:00:00,"Cid.Universitaria-USP-Ipen",8,27
2024-01-03 09:00:00,"Cid.Universitaria-USP-Ipen",4,32
2024-01-03 10:00:00,"Cid.Universitaria-USP-Ipen",0,51
2024-01-03 11:00:00,"Cid.Universitaria-USP-Ipen",12,71
2024-01-03 12:00:00,"Cid.Universitaria-USP-Ipen",13,100
2024-01-03 13:00:00,"Cid.Universitaria-USP-Ipen",21,119
2024-01-03 14:00:00,"Cid.Universitaria-USP-Ipen",4,105
2024-01-03 15:00:00,"Cid.Universitaria-USP-Ipen",0,73
2024-01-03 16:00:00,"Cid.Universitaria-USP-Ipen",49,61
2024-01-03 17:00:00,"Cid.Universitaria-USP-Ipen",30,45
2024-01-03 18:00:00,"Cid.Universitaria-USP-Ipen",7,37
2024-01-03 19:00:00,"Cid.Universitaria-USP-Ipen",0,38
2024-01-03 20:00:00,"Cid.Universitaria-USP-Ipen",10,35
2024-01-03 21:00:00,"Cid.Universitaria-USP-Ipen",6,29
2024-01-03 22:00:00,"Cid.Universitaria-USP-Ipen",1,31
2024-01-03 23:00:00,"Cid.Universitaria-USP-Ipen",1,29
2024-01-04 00:00:00,"Cid.Universitaria-USP-Ipen",5,30
2024-01-04 01:00:00,"Cid.Universitaria-USP-Ipen",1,31
2024-01-04 02:00:00,"Cid.Universitaria-USP-Ipen",2,38
2024-01-04 03:00:00,"Cid.Universitaria-USP-Ipen",0,47
2024-01-04 04:00:00,"Cid.Universitaria-USP-Ipen",6,44
2024-01-04 05:00:00,"Cid.Universitaria-USP-Ipen",2,37
2024-01-04 06:00:00,"Cid.Universitaria-USP-Ipen",3,NA
2024-01-04 07:00:00,"Cid.Universitaria-USP-Ipen",8,32
2024-01-04 08:00:00,"Cid.Universitaria-USP-Ipen",10,32
2024-01-04 09:00:00,"Cid.Universitaria-USP-Ipen",9,32
2024-01-04 10:00:00,"Cid.Universitaria-USP-Ipen",3,34
2024-01-04 11:00:00,"Cid.Universitaria-USP-Ipen",6,43
2024-01-04 12:00:00,"Cid.Universitaria-USP-Ipen",3,46
2024-01-04 13:00:00,"Cid.Universitaria-USP-Ipen",3,48
2024-01-04 14:00:00,"Cid.Universitaria-USP-Ipen",3,47
2024-01-04 15:00:00,"Cid.Universitaria-USP-Ipen",10,45
2024-01-04 16:00:00,"Cid.Universitaria-USP-Ipen",3,43
2024-01-04 17:00:00,"Cid.Universitaria-USP-Ipen",3,37
2024-01-04 18:00:00,"Cid.Universitaria-USP-Ipen",8,32
2024-01-04 19:00:00,"Cid.Universitaria-USP-Ipen",15,27
2024-01-04 20:00:00,"Cid.Universitaria-USP-Ipen",2,21
2024-01-04 21:00:00,"Cid.Universitaria-USP-Ipen",0,29
2024-01-04 22:00:00,"Cid.Universitaria-USP-Ipen",0,29
2024-01-04 23:00:00,"Cid.Universitaria-USP-Ipen",0,28
2024-01-05 00:00:00,"Cid.Universitaria-USP-Ipen",2,24
2024-01-05 01:00:00,"Cid.Universitaria-USP-Ipen",3,30
2024-01-05 02:00:00,"Cid.Universitaria-USP-Ipen",1,32
2024-01-05 03:00:00,"Cid.Universitaria-USP-Ipen",1,33
2024-01-05 04:00:00,"Cid.Universitaria-USP-Ipen",1,25
2024-01-05 05:00:00,"Cid.Universitaria-USP-Ipen",5,23
2024-01-05 06:00:00,"Cid.Universitaria-USP-Ipen",8,NA
2024-01-05 07:00:00,"Cid.Universitaria-USP-Ipen",9,20
